promiseId,party,topic,promiseTitle,status,explain,isNCPO,refPicture,picturesDrive,vdo,nameLink1,urlLink1,nameLink2,urlLink2,nameLink3,urlLink3,nameLink4,urlLink4
12,ประชาชาติ,administration,กระจายอำนาจอธิปไตยให้ชุมชนท้องถิ่น,nodata,ซึ่งไม่พบความเคลื่อนไหวเกี่ยวกับเรื่องการกระจายอำนาจอธิปไตยให้ชุมชนท้องถิ่น,FALSE,ประชาชาติ_1,https://drive.google.com/drive/folders/1snFv2joUHj4hSNrGeBpCvYl6AKq6JJIB?usp=sharing,,นโยบายพรรคประชาชาติ - เพจเฟสบุ๊คพรรคประชาชาติ,https://www.facebook.com/PrachachatPeopleNation/photos/a.2233758270216197/2243374155921275/,,,,,,
13,รวมพลังประชาชาติไทย,equality,กองทุนกู้ยืมเพื่อการศึกษาระดับมหาวิทยาลัยโดยผู้กู้ยืมค้ำประกันตัวเองได้,nodata,"นโยบายด้านการศึกษา ที่จัดให้มีกองทุนกู้ยืมเพื่อการศึกษาสำหรับการศึกษาระดับมหาวิทยาลัยโดยผู้กู้ยืมค้ำประกันตัวเองได้ และเมื่อมีงานทำแล้ว ให้กรมสรรพากรดำเนินการให้ผู้กู้ชำระหนี้ผ่านระบบภาษีเงินได้บุคคลธรรมดา

ซึ่งไม่พบความเคลื่อนไหวในการดำเนินการที่ให้กรมสรรพากรดำเนินการให้ผู้กู้ชำระเงิน แต่ในปี 2564 จากเว็บไซต์กยศ. พบว่าแนวปฏิบัติการจัดทำสัญญากู้ยืมเงินและแบบยืนยันการเบิกเงินกู้ยืม ไม่ต้องให้มีผู้ค้ำประกัน และตามการหักเงินเดือนตาม พ.ร.บ. กยศ. 2560 กำหนดให้องค์กรนายจ้างทั้งภาครัฐและเอกชน มีหน้าที่หักเงินได้ที่มาจากการจ้างแรงงานของพนักงานและลูกจ้างที่เป็นผู้กู้ยืมนำส่งกรมสรรพากร",FALSE,รวมพลังประชาชาติไทย_7,https://drive.google.com/drive/folders/1snFv2joUHj4hSNrGeBpCvYl6AKq6JJIB?usp=sharing,,เว็บไซต์พรรครวมพลังประชาชาติไทย,https://act-party.org/,กาง 10 นโยบายพรรค'รวมพลังประชาชาติไทย'เพื่ออนาคต​ของประเทศ​ - ไทยโพสต์,https://www.thaipost.net/main/detail/32014,การหักเงินเดือนตาม พ.ร.บ. กยศ. 2560,https://www.studentloan.or.th/th/highlight/1547796675,แนวปฏิบัติการจัดทำสัญญากู้ยืมเงินและแบบยืนยันการเบิกเงินกู้ยืม,https://www.studentloan.or.th/th/system/files/files/news/%E0%B9%81%E0%B8%99%E0%B8%A7%E0%B8%9B%E0%B8%8F%E0%B8%B4%E0%B8%9A%E0%B8%B1%E0%B8%95%E0%B8%B464.pdf
14,ประชาภิวัฒน์,economics,"กัญชา 1,000,000 ไร่",working,"เป็นนโยบายเกี่ยวกับปลูกกัญชาเป็นกัญชาสกัด เพื่อการแพทย์ 1,000,000 ไร่ แล้วส่งออกและขายในประเทศ โดยที่รัฐต้องควบคุมมาตรฐาน ผลกำไรที่ได้จะนำมาสานต่อนโยบายต่างๆที่พรรคเสนอไว้ และทำให้คนไทยมีรายได้ มีเศรษฐกิจที่ดีขึ้น

ตั้งแต่วันที่ 9 มิถุนายน 2565 ได้ปลดล็อกพืชกัญชาไม่ถือเป็นยาเสพติด และยกเลิกความผิดฐานผลิต นำเข้าหรือส่งออก มว้ในครอบครอง จำหน่ายมีไว้ครอบครองเพื่อเสพ หรือเสพพืชกัญชา

โดยให้ผู้อายุ 20 ปีขึ้นไปสามารถครอบครอง ใช้ประโยชน์ จำหน่ายได้ แต่ห้ามสูบในที่สาธารณะ ห้ามใช้หรือจำหน่ายกับสตรีมีครรภ์หรือให้นมบุตร 

ยังไม่พบความเคลื่อนไหว โดยที่รัฐต้องควบคุมมาตรฐาน ผลกำไรที่ได้จะนำมาสานต่อนโยบายต่างๆที่พรรคเสนอไว้ และทำให้คนไทยมีรายได้ มีเศรษฐกิจที่ดีขึ้น
",FALSE,ประชาภิวัฒน์_1,https://drive.google.com/drive/folders/1snFv2joUHj4hSNrGeBpCvYl6AKq6JJIB?usp=sharing,,พรรคประชาภิวัฒน์ - เพจเฟสบุ๊คพรรคประชาภิวัฒน์,https://www.facebook.com/love.at.first.sight.prachapiwat/posts/2059625547486014/,"ปลูกกัญชา 1,000,000 ไร่ - พรรคประชาภิวัฒน์",https://www.facebook.com/love.at.first.sight.prachapiwat/posts/2040625556052680/,อัพเดทล่าสุด กัญชาถูกกฎหมาย ปลดล็อกปลูก-ใช้-นำเข้า-จำหน่าย ไม่ให้ผิด - ฐานเศรษฐกิจ,https://www.thansettakij.com/general-news/528035,,
15,ภูมิใจไทย,economics,กัญชาไทย ปลูกได้เสรี และนำไปใช้ทางการแพทย์,done,"โดยกัญชาเป็นพืชเศรษฐกิจตัวใหม่จะให้มีการปลูกกัญชาครอบครัวละ 6 ต้นเพื่อไว้ใช้รักษาโรค เสริมได้ 
ตั้งแต่วันที่ 9 มิถุนายน 2565 ได้ปลดล็อกพืชกัญชาไม่ถือเป็นยาเสพติด และยกเลิกความผิดฐานผลิต นำเข้าหรือส่งออก มว้ในครอบครอง จำหน่ายมีไว้ครอบครองเพื่อเสพ หรือเสพพืชกัญชา

โดยให้ผู้อายุ 20 ปีขึ้นไปสามารถครอบครอง ใช้ประโยชน์ จำหน่ายได้ แต่ห้ามสูบในที่สาธารณะ ห้ามใช้หรือจำหน่ายกับสตรีมีครรภ์หรือให้นมบุตร",FALSE,ภูมิใจไทย_7,https://drive.google.com/drive/folders/1snFv2joUHj4hSNrGeBpCvYl6AKq6JJIB?usp=sharing,-,กัญชา: ทำความเข้าใจกฎหมายปลดกัญชาออกจากยาเสพติด,https://www.bbc.com/thai/thailand-60035754,คณะรัฐมนตรีมีมติเห็นชอบร่างกฎกระทรวง,https://www.thaigov.go.th/news/contents/details/45805,อัพเดทล่าสุด กัญชาถูกกฎหมาย ปลดล็อกปลูก-ใช้-นำเข้า-จำหน่าย ไม่ให้ผิด - ฐานเศรษฐกิจ,https://www.thansettakij.com/general-news/528035,,
16,ประชาธิปัตย์,equality,การเข้าถึงสินเชื่อดอกเบี้ยต่ำเพื่อที่อยู่อาศัยผู้มีรายได้น้อย,nodata,เป็นนโยบายจะสร้างบ้านหลังแรกด้วยงบประมาณ 2 หมื่นล้านบาท เพื่อเพิ่มโอกาสให้ประชาชนผู้ที่มีรายได้น้อยในการเข้าถึงสินเชื่อดอกเบี้ยต่ำเพื่อซื้อบ้าน ซึ่งไม่พบความเคลื่อนไหว,FALSE,ประชาธิปัตย์_11,https://drive.google.com/drive/folders/1snFv2joUHj4hSNrGeBpCvYl6AKq6JJIB?usp=sharing,-,นโยบายด้านอสังหาฯ - Post today,https://www.posttoday.com/property/593070,ข้อมูลภาษีที่ดินและสิ่งปลูกสร้าง,https://www.fpo.go.th/main/General-information-public-service/%E0%B8%9B%E0%B8%A3%E0%B8%B0%E0%B8%8A%E0%B8%B2%E0%B8%8A%E0%B8%99%E0%B8%84%E0%B8%A7%E0%B8%A3%E0%B8%A3%E0%B8%B9%E0%B9%89/%E0%B8%A0%E0%B8%B2%E0%B8%A9%E0%B8%B5%E0%B8%97%E0%B8%B5%E0%B9%88%E0%B8%94%E0%B8%B4%E0%B8%99%E0%B9%81%E0%B8%A5%E0%B8%B0%E0%B8%AA%E0%B8%B4%E0%B9%88%E0%B8%87%E0%B8%9B%E0%B8%A5%E0%B8%B9%E0%B8%81%E0%B8%AA%E0%B8%A3%E0%B9%89%E0%B8%B2%E0%B8%87.aspx,,,,
17,เศรษฐกิจใหม่,economics,การค้าออนไลน์อาชีพสงวนคนไทย,nodata,"เป็นนโยบายมองว่าแอปพลิเคชันสั่งซื้อสินค้าที่ใช้กันออนไลน์ที่ใช้กัน เป็นของต่างชาติ ดังนั้นต้องสงวนอาชีพค้าขายออนไลน์ให้เป็นของคนไทย ไม่เอื้อประโยชน์ให้ต่างชาติอีกต่อไป 

ซึ่งไม่พบความเคลื่อนไหวในการดำเนิการ",FALSE,เศรษฐกิจใหม่_6,https://drive.google.com/drive/folders/1snFv2joUHj4hSNrGeBpCvYl6AKq6JJIB?usp=sharing,-,พรรคเศรษฐกิจใหม่ - Twitter,https://twitter.com/NewEconomicsTH/status/1107546153464127488/photo/1,เปิดอาชีพห้ามแรงงานต่างชาติทำ สงวนสิทธิ์เฉพาะคนไทยเท่านั้น! - TNN  online,https://www.tnnthailand.com/news/social/105281/,,,,
18,ชาติพัฒนา,economics,"การจัดตั้งกองทุนสวัสดิการเพื่อเกษตรกร เริ่มต้นที่วงเงิน 20,000 ล้านบาท",nodata,"เพื่อแก้ไขปัญหาเศรษฐกิจให้แก่ประชาชนในระดับรากหญ้าและพี่น้องเกษตรกรในภาวะที่พืชผลเกษตรมีราคาตกต่ำ ให้มีการจัดตั้งกองทุนสวัสดิการเพื่อเกษตรกร เริ่มต้นที่วงเงิน 20,000 ล้านบาท เพื่อช่วยเหลือเกษตรกรในเวลาที่พืชผลเกษตรราคาตกต่ำและเป็นทุนเบื้องต้นก่อนฤดูการผลิต

ซึ่งไม่พบความเคลื่อนไหว",FALSE,ชาติพัฒนา_2,https://drive.google.com/drive/folders/1snFv2joUHj4hSNrGeBpCvYl6AKq6JJIB?usp=sharing,-,ชาติพัฒนาเป็นทางเลือก ในการก้าวข้ามความขัดแย้ง - กรุงเทพธุรกิจ,https://www.bangkokbiznews.com/advertorials/news/1259,ชาติพัฒนาย้ำเสถียรภาพรัฐบาล-สภา แก้ปัญหาการเมือง-เศรษฐกิจ - sanook,https://www.sanook.com/news/8496570/,,,,
19,พลังธรรมใหม่,economics,การปฏิรูปพลังงาน,nodata,ซึ่งไม่พบความเคลื่อนไหวของข้อมูลหรือแผนดำเนินการการปฏิรูปพลังงาน,FALSE,พลังธรรมใหม่_1,https://drive.google.com/drive/folders/1snFv2joUHj4hSNrGeBpCvYl6AKq6JJIB?usp=sharing,-,นโยบายของพรรคพลังธรรมใหม่ - line today,https://today.line.me/th/v2/article/G1jG1Z,9 พรรคก้าวสู่ 65: พลังธรรมใหม่ - sanook,https://www.sanook.com/news/8496582/,นโยบายพรรคพลังธรรมใหม่ - post today,https://www.posttoday.com/politic/news/570340,,
20,เพื่อชาติ,environmental,การวางผังเมืองใหม่ให้กลายเป็น Green and Clean City,nodata,"นโยบายการวางผังเมืองใหม่ให้กลายเป็น Green and Clean City ช่วยประชาชนที่อยู่ตามหัวเมืองต่างๆ มีพลังงานสีเขียว อย่างกรุงเทพมหานครเจอมลภาวะและสารพิษ ฉะนั้นจะลงมือทำให้เสร็จภายใน 2 ปี  ในปัจจุบันตามหัวเมือง หน่วยงานที่เกี่ยวข้องได้ภารกิจประจำในการดำเนินการด้านสิ่งแวดล้อมต่อเนื่อง โดยไม่ได้เป็นชื่อโครงการของ Green and Clean City ที่เกี่ยวข้องกับนโยบายของพรรคเพื่อชาติโดยตรง 

ซึ่งไม่พบความเคลื่อนไหว",FALSE,เพื่อชาติ_2,https://drive.google.com/drive/folders/1snFv2joUHj4hSNrGeBpCvYl6AKq6JJIB?usp=sharing,https://www.facebook.com/PueaChatOfficial/videos/1104445763048530/,รายงานการดำเนินการตามนโยบายรัฐบาล ของกระทรวงทรัพยากรและสิ่งแวดล้อม,http://www.mnre.go.th/th/service/list/1781,โครงการ Green and clean city สมัยคณะรักษาความสงบแห่งชาติ,https://www.pcd.go.th/wp-content/uploads/2020/06/pcdnew-2020-06-01_08-31-29_805362.pdf,,,,
21,ชาติไทยพัฒนา,security,ก้าวข้ามความขัดแย้ง เปลี่ยนแปลงปฏิรูปแผ่นดิน,nodata,"เนื่องจากพรรคมองว่าการเลือกตั้งครั้งนี้จะมีความขัดแย้งสูง ดังนั้นพรรคนี้จะเป็นพื้นที่เย็น ให้คนที่ไม่ต้องการความขัดแย้ง เลือกและมุ่งเน้นการทำนโยบายเจาะกลุ่มเป้าหมาย เช่น ภาคการเกษตร การศึกษา และการพัฒนาเมืองตามโมเดลสุพรรณบุรี ซึ่งคาดว่าจะนำมาใช้กับกรุงเทพมหานครได้ 

ซึ่งไม่พบความเคลื่อนไหวเกี่ยวกับรูปแบบการก้าวข้ามความขัดแย้ง เปลี่ยนแปลงปฏิรูปแผ่นดิน
",FALSE,ชาติไทยพัฒนา_1,https://drive.google.com/drive/folders/1snFv2joUHj4hSNrGeBpCvYl6AKq6JJIB?usp=sharing,-,ชาติไทยพัฒนาวางแผนนโยบาย - voicetv,https://voicetv.co.th/read/UIrwJtu0g,,,,,,
